hour,heat_demand_mw,price_eur_per_mwh,p_ch_mw,p_dis_mw,level_mwh,elec_to_heater_mw,heater_heat_mw,boiler_heat_mw,unmet_heat_mw,electricity_cost_eur,fuel_cost_eur,carbon_cost_eur,penalty_cost_eur,emissions_tco2,heat_balance_residual_mw
45,10.0,80.08102102192883,0.0,0.025587466926005373,0.010871167790768292,0.0,0.0,9.974412533073995,0.0,0.0,398.9765013229598,161.18650653447574,0.0,2.0148313316809467,0.0
46,10.0,84.96777294734848,0.0,0.007804032049264028,0.0026455260448048634,0.0,0.0,9.992195967950735,0.0,0.0,399.6878387180294,161.47388684208386,0.0,2.0184235855260484,0.0
47,10.0,82.30129158224983,0.0,0.0023806277108476574,0.00013695661260462993,0.0,0.0,9.997619372289153,0.0,0.0,399.9047748915661,161.56152905619268,0.0,2.0195191132024086,0.0
48,10.0,75.47865047689365,0.0,0.00012997867319242403,-0.0,0.0,0.0,9.999870021326808,0.0,0.0,399.9948008530723,161.59789954464122,0.0,2.0199737443080155,0.0
49,10.0,66.57551882367184,0.0,0.0,-0.0,0.0,0.0,10.0,0.0,0.0,400.0,161.6,0.0,2.02,0.0
50,10.0,55.316425925731764,0.0,0.0,0.0,10.1010101010101,10.0,0.0,0.0,558.7517770275936,0.0,0.0,0.0,0.0,0.0
51,10.0,41.45840683858914,4.85,0.0,4.607499999999999,15.0,14.85,0.0,0.0,621.8761025788372,0.0,0.0,0.0,0.0,0.0
52,10.0,42.300059804735895,4.85,0.0,9.210392499999998,15.0,14.85,0.0,0.0,634.5008970710385,0.0,0.0,0.0,0.0,0.0
53,10.0,41.63173958077071,4.85,0.0,13.808682107499997,15.0,14.85,0.0,0.0,624.4760937115607,0.0,0.0,0.0,0.0,0.0
54,10.0,29.410047024025523,4.85,0.0,18.402373425392497,15.0,14.85,0.0,0.0,441.15070536038286,0.0,0.0,0.0,0.0,0.0
55,10.0,36.97561030091004,4.85,0.0,22.991471051967103,15.0,14.85,0.0,0.0,554.6341545136506,0.0,0.0,0.0,0.0,0.0
56,10.0,38.00117281688444,4.85,0.0,27.575979580915135,15.0,14.85,0.0,0.0,570.0175922532666,0.0,0.0,0.0,0.0,0.0
57,10.0,41.829578525203374,4.85,0.0,32.15590360133422,15.0,14.85,0.0,0.0,627.4436778780506,0.0,0.0,0.0,0.0,0.0
58,10.0,36.401740636550365,4.85,0.0,36.73124769773288,15.0,14.85,0.0,0.0,546.0261095482555,0.0,0.0,0.0,0.0,0.0
59,10.0,44.19148713980483,4.85,0.0,41.302016450035154,15.0,14.85,0.0,0.0,662.8723070970724,0.0,0.0,0.0,0.0,0.0
60,10.0,51.347347636720876,0.0,0.0,41.26071443358512,10.1010101010101,10.0,0.0,0.0,518.6600771385947,0.0,0.0,0.0,0.0,0.0
61,10.0,54.15099046113568,0.0,0.0,41.21945371915154,10.1010101010101,10.0,0.0,0.0,546.9797016276331,0.0,0.0,0.0,0.0,0.0
62,10.0,75.16731551321368,0.0,9.199888265702704,31.494141354166384,0.0,0.0,0.8001117342972961,0.0,0.0,32.004469371891844,12.929805626244306,0.0,0.16162257032805383,0.0
63,10.0,70.02044635778924,0.0,9.169961529686004,21.810056128932214,0.0,0.0,0.8300384703139958,0.0,0.0,33.20153881255983,13.413421680274173,0.0,0.16766777100342717,0.0
